method,algorithm,plant,controller,evaluation_seed,evaluation_episodes,horizon_limit,terminate_on_success,completed_rollouts,success_count,success_rate,success_rate_wilson_95_lower,success_rate_wilson_95_upper,mean_horizon_all_episodes,mean_horizon_successful_episodes,mean_return,total_transitions,failed_episode_indices,execution_status,strict_all_success_gate,evaluation_classification,exact_initial_condition_pairs,maximum_initial_state_absolute_difference,stage07_baseline_success_count,stage07_baseline_success_rate,stage07_baseline_mean_horizon,success_rate_delta_vs_stage07,both_success_count,stage07_only_success_count,stage08_only_success_count,both_failure_count,exact_mcnemar_two_sided_pvalue,action_deadline_miss_count,control_period_overrun_count,checkpoint_sha256,protocol_config_sha256,client_script_sha256,formal_summary_sha256,paired_analysis_sha256
Vision BC Jetson HIL,BC_GMM,RTX 5060 Laptop Lift simulation,Jetson Orin,20260915,100,400,True,100,99,0.99,0.9455138038212946,0.9982325679358593,51.23,47.707070707070706,0.99,5123,[53],PASS,FAIL,COMPLETED_WITH_RECORDED_DEVIATION,100,0.0,100,1.0,46.47,-0.01,99,1,0,0,1.0,11,372,4a2ebaa236f2621d0ac8ecc54e625f82ce2a374e2b908d330db92e0312314cec,4436233ea0f3e62f57d4c97f12f19eb206bddd24707faab33da9167f00041501,b148d8074b581d13a0fcc76f933302d64ee44409e79b7beb11493ab7d756e9f2,61d61627f6b27f4df86489acbc67de2efd8377c00bce48a5ea8427f8106eba50,3e5768f0421e16d9a5109039cb4bcdb1ad97af1b734b9c409ec1131517e9e183
